id,creditLimit,gender,edu,age,nDelay,billAmt1,billAmt2,billAmt3,billAmt4,billAmt5,billAmt6,default
1808,14000,1,2,35,2,140,140,140,140,140,140,1
1809,5000,0,1,28,0,600,700,800,800,750,800,0
1810,10000,0,3,26,0,4700,2600,600,700,100,0,0
1811,7700,0,1,27,0,2156,2156,1078,0,231,924,0
1812,1500,0,1,24,0,1275,1365,1350,1395,1350,1320,0
1813,16200,1,3,29,0,8100,8100,8424,5346,5508,5670,0
1814,32000,0,1,26,2,25280,25920,26240,26880,28480,29120,1
1815,8300,0,2,37,2,2656,2573,2822,2905,2822,2905,1
1816,5300,0,2,38,0,371,265,0,0,0,0,0
1817,2900,1,2,23,4,2784,2726,2813,2842,2871,2958,1
1818,7300,0,1,26,0,73,219,0,-219,219,584,0
1819,11300,0,2,31,0,113,113,0,0,226,0,0
1820,15000,0,2,30,0,300,300,450,600,600,450,0
1821,21400,1,2,33,0,214,214,214,0,0,0,1
1822,1300,0,2,36,0,338,429,572,715,1144,130,0
1823,4300,0,1,48,0,1161,2150,1333,1505,1505,1677,0
1824,6700,0,2,35,0,536,268,268,268,67,67,0
1825,21800,0,3,27,0,18094,218,17440,8938,1744,9156,0
1826,1700,0,2,45,0,1581,3417,1598,1581,0,0,0
1827,7000,0,2,42,0,7070,6650,6790,6860,7070,6790,0
1828,6400,0,2,33,0,6592,6528,6656,6528,2688,2624,0
1829,3800,0,2,36,0,1558,0,0,0,0,0,0
1830,30000,1,2,43,0,0,0,0,0,0,0,1
1831,20000,0,2,24,0,4200,1800,3000,1200,2800,400,0
1832,5000,0,3,24,2,4200,4250,4600,4700,4600,4850,0
1833,7500,0,3,39,2,1050,1275,1200,1275,1275,1500,1
1834,12500,0,1,27,0,0,0,0,0,0,0,0
1835,24000,1,1,31,1,0,0,0,0,0,0,0
1836,15000,0,1,27,0,6600,6150,3900,4050,2700,2250,0
1837,10000,0,2,44,0,9100,7800,5800,5800,4300,5700,1
1838,4200,0,1,29,2,4158,4200,4242,3654,3738,3486,0
1839,9100,0,2,48,2,8918,9009,8827,9100,2548,2457,0
1840,5300,0,2,26,0,583,53,265,371,689,371,0
1841,3000,0,2,21,0,2850,2850,2940,3090,2940,1650,0
1842,4200,0,2,32,0,2058,1974,1890,1176,924,756,0
1843,12900,1,1,32,1,0,0,0,0,0,0,0
1844,30700,1,1,31,2,307,614,614,921,921,921,0
1845,33300,0,2,21,0,1332,999,333,0,0,999,0
1846,3300,1,3,44,0,1023,957,693,726,726,726,0
1847,1400,0,2,24,0,840,252,294,448,0,0,1
1848,18600,0,1,35,0,14508,15066,13020,11904,13206,10416,0
1849,29200,1,2,39,0,28032,28032,28616,28908,27740,27740,0
1850,18600,0,2,29,0,11718,11718,11346,4464,0,-3348,0
1851,3300,1,3,59,0,957,1023,1089,1188,1056,1056,0
1852,22100,1,2,43,0,26299,24310,21216,11934,10829,5304,0
1853,13300,0,1,29,0,0,0,0,0,0,0,0
1854,19200,0,2,26,0,960,1536,1728,1536,1920,2496,0
1855,20700,1,3,42,0,621,414,621,1449,1242,1035,0
1856,2500,1,2,25,2,2350,2450,2375,2500,2550,2475,1
1857,36000,0,2,54,0,360,360,360,0,360,720,0
1858,34500,1,1,38,0,345,1035,0,0,0,0,1
1859,2000,0,2,23,0,420,780,1720,480,320,1580,0
1860,9200,1,2,54,0,3864,3956,4048,4140,4232,4416,0
1861,3600,0,1,32,0,3708,0,0,0,0,0,0
1862,16400,0,1,26,0,0,0,0,0,0,0,0
1863,10800,0,1,39,0,5184,5292,4320,4428,4644,4860,0
1864,8700,1,2,32,2,87,87,0,0,87,0,0
1865,11000,1,3,34,2,10340,8580,5500,4950,5060,5060,1
1866,800,0,2,36,2,568,544,640,720,736,752,1
1867,5000,0,2,27,0,2500,1550,1250,1300,500,-250,0
1868,2000,1,3,36,2,1820,1760,1980,1940,1620,1440,1
1869,13100,0,1,31,0,8908,8646,1703,1965,2620,4061,0
1870,4700,0,3,19,0,3572,3055,2538,1974,1974,1974,0
1871,20000,0,2,32,2,19800,20400,20000,10000,16400,11800,1
1872,20800,0,2,38,0,19968,20176,17056,17472,17888,18304,0
1873,23300,0,2,40,0,7922,7922,8155,6291,6291,6524,0
1874,15400,0,1,31,0,6930,4466,8008,7084,6776,6622,0
1875,2100,0,3,26,0,378,42,903,882,987,21,0
1876,8300,0,3,25,2,4565,4648,4731,4814,5146,5063,0
1877,8200,0,2,35,2,6888,6970,7216,7708,8036,8200,0
1878,20000,0,2,44,0,15800,15800,15800,15800,15000,15200,0
1879,12900,0,1,36,1,0,0,0,0,0,0,1
1880,8700,1,2,36,2,87,174,174,87,0,0,0
1881,1800,1,2,27,0,1710,1764,1800,1800,1764,1800,0
1882,20900,0,1,42,2,0,0,0,209,0,0,0
1883,3300,0,3,64,2,3399,3333,3366,3168,3102,3300,0
1884,17500,1,2,41,0,8400,1225,3325,1575,0,-350,0
1885,5000,1,2,43,0,5050,7650,7900,5000,3050,3000,0
1886,14700,0,2,23,2,3234,3234,2058,2058,2205,2205,1
1887,30000,1,1,50,0,1200,1200,1200,3600,2100,2100,0
1888,1400,1,2,26,0,1386,1232,1330,1372,1960,84,0
1889,10700,0,3,32,0,8239,8025,7062,6848,6206,6313,0
1890,17700,1,3,52,0,177,708,531,1416,708,2124,0
1891,17700,1,1,29,0,2655,2832,2832,2478,2301,2301,0
1892,4300,0,3,62,0,2021,2107,2193,2193,2021,2021,0
1893,7300,1,3,40,0,4088,4161,4161,4015,4015,4015,0
1894,37500,0,1,33,1,0,0,375,0,0,0,0
1895,11700,1,2,38,0,2925,468,4329,4797,4914,4797,0
1896,20000,0,1,36,0,200,600,1000,0,200,400,0
1897,9100,0,3,25,2,5096,5005,6188,6734,7280,7735,1
1898,15000,1,2,33,0,300,300,600,150,0,0,0
1899,4000,1,2,40,2,4040,3840,2560,1960,2040,2000,0
1900,2000,1,2,28,7,2240,2200,2140,2080,2000,1900,1
1901,18200,0,3,29,1,0,0,182,3094,0,0,0
1902,1400,0,3,54,0,672,672,854,98,1274,1260,0
1903,7300,0,2,21,0,7008,7008,7227,6935,2628,803,0
1904,6200,1,2,27,0,248,0,0,0,1302,0,0
1905,1700,1,3,44,2,1054,1105,1309,1258,1309,1360,1
1906,14300,0,2,40,0,715,715,715,715,715,715,0
1907,30000,0,3,27,2,0,0,0,300,600,0,0
1908,700,1,2,24,2,770,861,952,658,343,350,1
1909,11500,0,2,28,0,345,1955,230,3795,920,0,0
1910,4500,1,3,56,2,4995,4770,4950,3060,1710,1710,0
1911,19300,0,2,35,0,193,386,0,4053,386,579,0
1912,23000,0,3,45,2,0,460,230,460,230,230,0
1913,7900,1,3,38,0,3792,3634,3713,3081,3002,2923,0
1914,17000,0,2,29,0,3060,16830,17170,17340,24140,13600,0
1915,4500,1,2,22,2,495,585,765,765,765,765,0
1916,15400,0,3,25,1,0,0,0,0,1078,462,0
1917,34000,0,1,30,0,2380,2720,680,340,340,340,0
1918,24000,1,2,33,0,22560,22800,23280,18720,12960,12480,0
1919,50000,1,1,61,0,1000,3000,2500,2000,2000,2500,0
1920,32300,1,1,34,0,31654,31977,31977,26809,21964,20026,0
1921,22500,0,1,48,0,18225,17325,17100,16425,15075,15525,0
1922,22300,0,2,33,0,892,1338,1561,1338,1338,-16056,0
1923,12300,1,1,37,2,369,492,246,0,246,246,1
1924,4600,0,2,26,2,2070,2162,2346,2346,2300,2300,0
1925,3600,1,2,28,2,1008,1080,1332,1260,1368,432,1
1926,13600,1,1,43,2,136,136,0,0,272,136,1
1927,14000,1,1,33,0,12740,10640,4620,13720,11200,11200,0
1928,24000,1,1,37,0,0,240,0,0,0,480,0
1929,21800,1,3,29,0,1962,1308,218,872,218,218,0
1930,4700,1,3,28,0,4794,3290,3149,1927,282,235,0
1931,3600,1,3,25,0,2340,0,0,0,0,0,0
1932,10800,0,1,27,0,432,756,972,1080,1188,1404,0
1933,14300,1,1,39,0,143,143,0,286,143,0,0
1934,20000,0,3,36,0,2400,1600,1400,1400,1400,1400,0
1935,15000,0,5,31,0,3150,3300,3300,3450,3450,3600,0
1936,13300,1,1,41,0,266,0,133,0,0,0,0
1937,30800,0,1,35,0,0,0,616,308,0,4004,0
1938,20700,1,1,49,0,207,1242,414,621,4347,207,0
1939,28000,0,1,26,0,560,280,0,280,0,0,0
1940,16200,1,2,29,0,0,0,0,0,0,0,0
1941,10000,0,1,32,0,0,0,0,0,0,0,0
1942,10000,1,1,45,2,1200,1400,1500,1500,1600,1600,0
1943,3600,1,2,38,0,3600,3672,3600,36,1332,1332,0
1944,2000,0,1,22,2,760,860,900,960,940,1020,1
1945,4500,0,2,37,2,2835,2115,1710,2160,2250,1080,0
1946,2000,0,3,43,2,1660,1740,1540,1580,1680,1700,1
1947,18000,0,6,34,0,2880,3060,3240,3240,0,0,0
1948,27300,0,2,47,0,1092,1092,1092,1092,1092,1092,0
1949,3600,1,2,28,2,2268,2376,2448,2412,2520,2484,1
1950,5700,0,2,43,0,5415,5358,5130,5244,5244,5358,0
1951,20700,1,3,48,2,18216,15525,17802,2277,-207,7659,1
1952,3300,1,2,21,2,396,231,132,0,132,-165,0
1953,20000,1,2,30,2,600,400,200,400,400,1000,0
1954,12000,0,2,29,0,360,600,840,1200,0,0,0
1955,15700,1,2,40,0,314,1099,1256,1570,1884,2198,0
1956,9200,0,1,22,1,0,0,0,0,0,0,1
1957,3300,0,2,20,0,3234,2937,2541,1881,1947,1815,0
1958,18600,0,2,39,0,13764,13950,13578,13392,12648,11904,0
1959,25400,1,2,34,0,1270,1524,1270,1270,1270,1016,0
1960,7300,0,3,48,0,0,219,1387,365,73,73,0
1961,2000,0,2,21,2,1660,1920,1860,1840,1840,0,0
1962,18300,0,3,39,0,17385,13359,11895,12078,12261,12627,0
1963,3800,1,1,31,2,3648,3724,3800,3686,3838,3838,0
1964,15000,0,1,31,1,0,0,0,0,0,-150,0
1965,4200,0,2,20,0,2772,1386,1050,0,0,0,0
1966,14700,0,3,34,0,12054,11907,11760,11907,11907,12054,0
1967,9200,1,2,47,0,9476,9292,8924,9108,8924,9200,0
1968,15000,1,2,51,0,13350,12150,11700,8250,7950,8700,0
1969,7900,1,3,49,0,7821,7663,4898,3397,3397,3397,0
1970,25000,1,2,29,0,1000,1000,1000,1000,1500,1500,0
1971,3600,0,3,29,2,2736,2880,2880,2952,3024,2988,1
1972,15000,0,3,61,1,0,0,0,0,0,0,1
1973,3000,0,1,27,2,1260,1290,1230,600,510,0,1
1974,8300,0,1,35,2,498,166,0,249,249,415,0
1975,10000,1,1,28,0,9800,10100,9800,7000,7100,7200,0
1976,3300,0,1,26,0,99,33,264,198,66,66,0
1977,2000,0,2,47,0,1380,1340,80,1900,1940,1980,0
1978,16400,1,3,29,0,328,328,164,820,492,820,0
1979,27700,0,2,34,0,0,0,0,0,0,0,1
1980,13100,0,3,32,0,8908,9039,9170,9301,9432,9563,1
1981,1400,1,2,30,0,994,1078,1134,1092,1120,1078,0
1982,1500,1,2,22,2,1140,1245,1305,1215,1350,930,0
1983,27700,0,3,37,1,0,0,0,0,0,0,0
1984,1700,0,3,33,0,136,136,153,544,697,323,0
1985,15000,1,2,33,0,12450,11850,13800,14100,14700,13200,0
1986,3800,0,2,27,0,2014,2128,2166,2242,2280,2318,0
1987,13600,0,3,39,2,9248,7752,7208,6392,5984,6120,1
1988,31700,1,1,54,1,0,0,0,0,0,0,0
1989,31500,1,1,43,0,2205,2205,2520,2520,2835,3150,0
1990,4300,1,2,26,0,2451,1677,2193,2021,2064,1892,0
1991,5500,0,2,42,0,1485,1595,1320,1320,165,275,0
1992,21700,1,2,30,0,36239,37107,37758,4123,1519,651,0
1993,8000,1,2,35,4,80,80,80,80,80,0,1
1994,3800,0,3,29,0,4028,4142,4218,3230,2356,2622,1
1995,18000,1,3,37,0,18360,18180,17460,18000,18180,18180,0
1996,18000,1,1,34,0,180,180,180,180,180,180,0
1997,33300,1,1,34,0,333,333,2664,333,333,2331,0
1998,33000,1,2,35,0,18150,17820,17490,15510,15840,15840,1
1999,18200,1,1,36,0,182,364,0,182,182,182,0
2000,2000,0,2,46,0,980,940,440,540,100,340,0
